url,Datetime,Tweet Id,Text,Retweet Count,Reply Count,Like Count,Username,Display Name,Followers Count,Friends Count,Rendered Content,Day,Month,Year
https://twitter.com/alesiamorris/status/960313785008513024,2018-02-05 00:47:02+00:00,960313785008513024,"trump will tweet that weather tech is bringing jobs TO America. That's not the same as made in America. Besides, if you are an American company, you should make your products here in America unlike trump &amp; his daughter who make their products in China. #SuperBowl #Commericals https://t.co/VLcnk5bibL",1,0,4,alesiamorris,Alesia Morris,2339,2028,"trump will tweet that weather tech is bringing jobs TO America. That's not the same as made in America. Besides, if you are an American company, you should make your products here in America unlike trump &amp; his daughter who make their products in China. #SuperBowl #Commericals twitter.com/adage/status/9…",5,2,2018
